epoch,batch,total_batches,loss,accuracy,learning_rate,processing_time_ms,timestamp
2,2,63,61.190083,0.0000,0.001000,27733,2026-01-03T11:31:13.743735262
2,3,63,61.190258,0.0000,0.001000,27801,2026-01-03T11:31:41.545660521
2,4,63,58.558678,0.0000,0.001000,29749,2026-01-03T11:32:11.295381963
