epoch,batch,total_batches,loss,accuracy,learning_rate,processing_time_ms,timestamp
2,2,63,61.183434,0.0000,0.001000,27843,2026-01-03T11:35:33.352971114
2,3,63,61.186646,0.0000,0.001000,27888,2026-01-03T11:36:01.24391587
2,4,63,58.555183,0.0000,0.001000,30226,2026-01-03T11:36:31.470848753
2,5,63,56.419811,0.0000,0.001000,33550,2026-01-03T11:37:05.021159276
2,6,63,57.790054,0.0000,0.001000,33829,2026-01-03T11:37:38.851759112
2,7,63,58.515320,0.0000,0.001000,31404,2026-01-03T11:38:10.255975532
2,8,63,62.366356,0.0000,0.001000,28737,2026-01-03T11:38:38.993712072
2,9,63,60.727440,0.0000,0.001000,26660,2026-01-03T11:39:05.653951015
