epoch,batch,total_batches,loss,accuracy,learning_rate,processing_time_ms,timestamp
2,2,63,61.178707,0.0000,0.001000,27440,2026-01-03T11:46:31.215487337
2,3,63,61.178509,0.0000,0.001000,28149,2026-01-03T11:46:59.367217366
2,4,63,58.547829,0.0000,0.001000,30356,2026-01-03T11:47:29.723772653
